,Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Source,ForStrat.Arboreal,ForStrat.Ground,ForStrat.Aerial,ForStrat.Source,Diet.Invertebrate,Diet.Vertebrate,Diet.Fruit,Diet.Nect,Diet.Source,PlantCat.Source,PlantCat.Notes
152,Rhinolophus_adami,Chiroptera,Rhinolophidae,Rhinolophus,adami,5.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
153,Rhinolophus_acuminatus,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus,12.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
154,Rhinolophus_macrotis,Chiroptera,Rhinolophidae,Rhinolophus,macrotis,6.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
155,Rhinolophus_maclaudi,Chiroptera,Rhinolophidae,Rhinolophus,maclaudi,13.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
156,Rhinolophus_luctus,Chiroptera,Rhinolophidae,Rhinolophus,luctus,33.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
157,Rhinolophus_lepidus,Chiroptera,Rhinolophidae,Rhinolophus,lepidus,5.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
158,Rhinolophus_arcuatus,Chiroptera,Rhinolophidae,Rhinolophus,arcuatus,8.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
159,Rhinolophus_ferrumequinum,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,21.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
160,Rhinolophus_hipposideros,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,4.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
161,Rhinolophus_hillorum,Chiroptera,Rhinolophidae,Rhinolophus,hillorum,14.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
162,Rhinolophus_hilli,Chiroptera,Rhinolophidae,Rhinolophus,hilli,16.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
163,Rhinolophus_hildebrandtii,Chiroptera,Rhinolophidae,Rhinolophus,hildebrandtii,25.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
164,Rhinolophus_guineensis,Chiroptera,Rhinolophidae,Rhinolophus,guineensis,10.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
165,Rhinolophus_canuti,Chiroptera,Rhinolophidae,Rhinolophus,canuti,12.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
166,Rhinolophus_formosae,Chiroptera,Rhinolophidae,Rhinolophus,formosae,20,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
167,Rhinolophus_euryotis,Chiroptera,Rhinolophidae,Rhinolophus,euryotis,14.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
168,Rhinolophus_euryale,Chiroptera,Rhinolophidae,Rhinolophus,euryale,8.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
169,Rhinolophus_eloquens,Chiroptera,Rhinolophidae,Rhinolophus,eloquens,19.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
170,Rhinolophus_denti,Chiroptera,Rhinolophidae,Rhinolophus,denti,6.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
171,Rhinolophus_deckenii,Chiroptera,Rhinolophidae,Rhinolophus,deckenii,16.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
172,Rhinolophus_darlingi,Chiroptera,Rhinolophidae,Rhinolophus,darlingi,9.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
173,Rhinolophus_creaghi,Chiroptera,Rhinolophidae,Rhinolophus,creaghi,12,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
174,Rhinolophus_convexus,Chiroptera,Rhinolophidae,Rhinolophus,convexus,7.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
175,Rhinolophus_fumigatus,Chiroptera,Rhinolophidae,Rhinolophus,fumigatus,12.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
176,Asellia_patrizii,Chiroptera,Hipposideridae,Asellia,patrizii,6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
177,Asellia_tridens,Chiroptera,Hipposideridae,Asellia,tridens,11.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
178,Aselliscus_stoliczkanus,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,4.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
179,Aselliscus_tricuspidatus,Chiroptera,Hipposideridae,Aselliscus,tricuspidatus,4.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
180,Cloeotis_percivali,Chiroptera,Hipposideridae,Cloeotis,percivali,4.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
181,Coelops_robinsoni,Chiroptera,Hipposideridae,Coelops,robinsoni,6.5,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
182,Coelops_frithii,Chiroptera,Hipposideridae,Coelops,frithii,7.4,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
183,Hipposideros_lankadiva,Chiroptera,Hipposideridae,Hipposideros,lankadiva,52.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
184,Hipposideros_muscinus,Chiroptera,Hipposideridae,Hipposideros,muscinus,8.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
185,Hipposideros_megalotis,Chiroptera,Hipposideridae,Hipposideros,megalotis,5.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
186,Hipposideros_marisae,Chiroptera,Hipposideridae,Hipposideros,marisae,6.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
187,Hipposideros_maggietaylorae,Chiroptera,Hipposideridae,Hipposideros,maggietaylorae,18.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
188,Hipposideros_madurae,Chiroptera,Hipposideridae,Hipposideros,madurae,13.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
189,Hipposideros_macrobullatus,Chiroptera,Hipposideridae,Hipposideros,macrobullatus,5.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
190,Hipposideros_lylei,Chiroptera,Hipposideridae,Hipposideros,lylei,40,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
191,Hipposideros_larvatus,Chiroptera,Hipposideridae,Hipposideros,larvatus,19.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
192,Hipposideros_orbiculus,Chiroptera,Hipposideridae,Hipposideros,orbiculus,9.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
193,Hipposideros_lamottei,Chiroptera,Hipposideridae,Hipposideros,lamottei,13.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
194,Hipposideros_jonesi,Chiroptera,Hipposideridae,Hipposideros,jonesi,5.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
195,Hipposideros_inornatus,Chiroptera,Hipposideridae,Hipposideros,inornatus,28.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
196,Hipposideros_inexpectatus,Chiroptera,Hipposideridae,Hipposideros,inexpectatus,70.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
197,Hipposideros_hypophyllus,Chiroptera,Hipposideridae,Hipposideros,hypophyllus,7.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
198,Hipposideros_halophyllus,Chiroptera,Hipposideridae,Hipposideros,halophyllus,4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
199,Hipposideros_grandis,Chiroptera,Hipposideridae,Hipposideros,grandis,16.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
200,Hipposideros_gigas,Chiroptera,Hipposideridae,Hipposideros,gigas,166.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
201,Hipposideros_galeritus,Chiroptera,Hipposideridae,Hipposideros,galeritus,8.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
202,Hipposideros_lekaguli,Chiroptera,Hipposideridae,Hipposideros,lekaguli,31.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
203,Hipposideros_semoni,Chiroptera,Hipposideridae,Hipposideros,semoni,7.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
204,Hipposideros_fulvus,Chiroptera,Hipposideridae,Hipposideros,fulvus,8.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
205,Hipposideros_dyacorum,Chiroptera,Hipposideridae,Hipposideros,dyacorum,6.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
206,Hipposideros_wollastoni,Chiroptera,Hipposideridae,Hipposideros,wollastoni,6.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
207,Hipposideros_vittatus,Chiroptera,Hipposideridae,Hipposideros,vittatus,127.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
208,Hipposideros_turpis,Chiroptera,Hipposideridae,Hipposideros,turpis,33.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
209,Hipposideros_stenotis,Chiroptera,Hipposideridae,Hipposideros,stenotis,12,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
210,Hipposideros_obscurus,Chiroptera,Hipposideridae,Hipposideros,obscurus,9.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
211,Hipposideros_scutinares,Chiroptera,Hipposideridae,Hipposideros,scutinares,40,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
212,Hipposideros_ruber,Chiroptera,Hipposideridae,Hipposideros,ruber,10.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
213,Hipposideros_rotalis,Chiroptera,Hipposideridae,Hipposideros,rotalis,9.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
214,Hipposideros_ridleyi,Chiroptera,Hipposideridae,Hipposideros,ridleyi,8.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
215,Hipposideros_pygmaeus,Chiroptera,Hipposideridae,Hipposideros,pygmaeus,3.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
216,Hipposideros_pratti,Chiroptera,Hipposideridae,Hipposideros,pratti,56,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
217,Hipposideros_pomona,Chiroptera,Hipposideridae,Hipposideros,pomona,6.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
218,Hipposideros_pelingensis,Chiroptera,Hipposideridae,Hipposideros,pelingensis,56.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
219,Hipposideros_papua,Chiroptera,Hipposideridae,Hipposideros,papua,10.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
220,Hipposideros_speoris,Chiroptera,Hipposideridae,Hipposideros,speoris,10.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
221,Hipposideros_breviceps,Chiroptera,Hipposideridae,Hipposideros,breviceps,7.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
222,Hipposideros_cyclops,Chiroptera,Hipposideridae,Hipposideros,cyclops,33.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
223,Hipposideros_diadema,Chiroptera,Hipposideridae,Hipposideros,diadema,43.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
224,Hipposideros_coxi,Chiroptera,Hipposideridae,Hipposideros,coxi,9.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
225,Hipposideros_corynophyllus,Chiroptera,Hipposideridae,Hipposideros,corynophyllus,14.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
226,Hipposideros_coronatus,Chiroptera,Hipposideridae,Hipposideros,coronatus,9.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
227,Hipposideros_commersoni,Chiroptera,Hipposideridae,Hipposideros,commersoni,99.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
228,Hipposideros_cineraceus,Chiroptera,Hipposideridae,Hipposideros,cineraceus,4.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
229,Hipposideros_cervinus,Chiroptera,Hipposideridae,Hipposideros,cervinus,9.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
230,Hipposideros_camerunensis,Chiroptera,Hipposideridae,Hipposideros,camerunensis,52.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
231,Hipposideros_curtus,Chiroptera,Hipposideridae,Hipposideros,curtus,7.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
232,Hipposideros_caffer,Chiroptera,Hipposideridae,Hipposideros,caffer,9.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
233,Hipposideros_bicolor,Chiroptera,Hipposideridae,Hipposideros,bicolor,7.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
234,Hipposideros_beatus,Chiroptera,Hipposideridae,Hipposideros,beatus,6.7,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
235,Hipposideros_ater,Chiroptera,Hipposideridae,Hipposideros,ater,5.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
236,Hipposideros_armiger,Chiroptera,Hipposideridae,Hipposideros,armiger,53,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
237,Hipposideros_fuliginosus,Chiroptera,Hipposideridae,Hipposideros,fuliginosus,16.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
238,Hipposideros_doriae,Chiroptera,Hipposideridae,Hipposideros,doriae,5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
239,Hipposideros_durgadasi,Chiroptera,Hipposideridae,Hipposideros,durgadasi,5.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
240,Hipposideros_abae,Chiroptera,Hipposideridae,Hipposideros,abae,25.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
241,Hipposideros_edwardshilli,Chiroptera,Hipposideridae,Hipposideros,edwardshilli,11.3,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
242,Hipposideros_calcaratus,Chiroptera,Hipposideridae,Hipposideros,calcaratus,11.4,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
243,Rhinonicteris_aurantia,Chiroptera,Hipposideridae,Rhinonicteris,aurantia,8.8,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
244,Triaenops_rufus,Chiroptera,Hipposideridae,Triaenops,rufus,10.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
245,Triaenops_persicus,Chiroptera,Hipposideridae,Triaenops,persicus,12.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
246,Paratriaenops_furculus,Chiroptera,Hipposideridae,Paratriaenops,furculus,5.5,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
247,Megaderma_spasma,Chiroptera,Megadermatidae,Megaderma,spasma,25.4,PHYLACINE,0,1,0,EltonTraits,40,60,0,0,PHYLACINE,Non-Herbivore,
248,Megaderma_lyra,Chiroptera,Megadermatidae,Megaderma,lyra,45.5,PHYLACINE,0,1,0,EltonTraits,40,60,0,0,PHYLACINE,Non-Herbivore,
249,Cardioderma_cor,Chiroptera,Megadermatidae,Cardioderma,cor,27.8,PHYLACINE,0,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
250,Lavia_frons,Chiroptera,Megadermatidae,Lavia,frons,23.9,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
251,Macroderma_gigas,Chiroptera,Megadermatidae,Macroderma,gigas,126.4,PHYLACINE,0,1,0,EltonTraits,20,80,0,0,PHYLACINE,Non-Herbivore,
252,Rhinopoma_microphyllum,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,27.9,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
253,Rhinopoma_hardwickii,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii,14.2,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
254,Rhinopoma_macinnesi,Chiroptera,Rhinopomatidae,Rhinopoma,macinnesi,8.6,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
255,Rhinopoma_muscatellum,Chiroptera,Rhinopomatidae,Rhinopoma,muscatellum,9.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
256,Lophostoma_schulzi,Chiroptera,Phyllostomidae,Lophostoma,schulzi,18.2,PHYLACINE,1,1,0,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
257,Lophostoma_evotis,Chiroptera,Phyllostomidae,Lophostoma,evotis,19.8,PHYLACINE,1,1,0,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
258,Lophostoma_carrikeri,Chiroptera,Phyllostomidae,Lophostoma,carrikeri,20.9,PHYLACINE,1,1,0,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
259,Lophostoma_brasiliense,Chiroptera,Phyllostomidae,Lophostoma,brasiliense,9.4,PHYLACINE,1,1,0,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
260,Lophostoma_silvicolum,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,29.7,PHYLACINE,1,1,0,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
261,Macrophyllum_macrophyllum,Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum,8.1,PHYLACINE,0,0,1,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
262,Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus,californicus,11.6,PHYLACINE,1,1,0,EltonTraits,50,0,50,0,PHYLACINE,EltonTraits,
263,Macrotus_waterhousii,Chiroptera,Phyllostomidae,Macrotus,waterhousii,12.8,PHYLACINE,1,1,0,EltonTraits,50,0,50,0,PHYLACINE,EltonTraits,
264,Micronycteris_brosseti,Chiroptera,Phyllostomidae,Micronycteris,brosseti,4.8,PHYLACINE,1,1,0,EltonTraits,89,0,11,0,PHYLACINE,EltonTraits,
265,Micronycteris_sanborni,Chiroptera,Phyllostomidae,Micronycteris,sanborni,6.3,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
266,Micronycteris_minuta,Chiroptera,Phyllostomidae,Micronycteris,minuta,6.5,PHYLACINE,1,1,0,EltonTraits,89,0,11,0,PHYLACINE,EltonTraits,
267,Micronycteris_hirsuta,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,12,PHYLACINE,1,1,0,EltonTraits,89,0,11,0,PHYLACINE,EltonTraits,
268,Micronycteris_matses,Chiroptera,Phyllostomidae,Micronycteris,matses,10.7,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
269,Micronycteris_megalotis,Chiroptera,Phyllostomidae,Micronycteris,megalotis,6.1,PHYLACINE,1,1,0,EltonTraits,20,0,80,0,PHYLACINE,EltonTraits,
270,Micronycteris_microtis,Chiroptera,Phyllostomidae,Micronycteris,microtis,5.6,PHYLACINE,1,1,0,EltonTraits,20,0,80,0,PHYLACINE,EltonTraits,
271,Micronycteris_schmidtorum,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,7.5,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
272,Chrotopterus_auritus,Chiroptera,Phyllostomidae,Chrotopterus,auritus,77.9,PHYLACINE,1,1,0,EltonTraits,30,40,30,0,PHYLACINE,EltonTraits,
273,Glyphonycteris_behnii,Chiroptera,Phyllostomidae,Glyphonycteris,behnii,13.9,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
274,Glyphonycteris_daviesi,Chiroptera,Phyllostomidae,Glyphonycteris,daviesi,18.3,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
275,Glyphonycteris_sylvestris,Chiroptera,Phyllostomidae,Glyphonycteris,sylvestris,8.8,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
276,Lampronycteris_brachyotis,Chiroptera,Phyllostomidae,Lampronycteris,brachyotis,11,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
277,Lonchorhina_orinocensis,Chiroptera,Phyllostomidae,Lonchorhina,orinocensis,8.8,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
278,Lonchorhina_inusitata,Chiroptera,Phyllostomidae,Lonchorhina,inusitata,18.6,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
279,Lonchorhina_aurita,Chiroptera,Phyllostomidae,Lonchorhina,aurita,15.7,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
280,Lonchorhina_marinkellei,Chiroptera,Phyllostomidae,Lonchorhina,marinkellei,17,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
281,Lonchorhina_fernandezi,Chiroptera,Phyllostomidae,Lonchorhina,fernandezi,8.7,PHYLACINE,1,1,0,EltonTraits,100,0,0,0,PHYLACINE,Non-Herbivore,
282,Mimon_bennettii,Chiroptera,Phyllostomidae,Mimon,bennettii,25.2,PHYLACINE,1,1,0,EltonTraits,30,40,30,0,PHYLACINE,EltonTraits,
283,Mimon_cozumelae,Chiroptera,Phyllostomidae,Mimon,cozumelae,12.4,PHYLACINE,1,1,0,EltonTraits,60,10,30,0,PHYLACINE,EltonTraits,
284,Mimon_crenulatum,Chiroptera,Phyllostomidae,Mimon,crenulatum,13.8,PHYLACINE,1,1,0,EltonTraits,50,0,50,0,PHYLACINE,EltonTraits,
285,Mimon_koepckeae,Chiroptera,Phyllostomidae,Mimon,koepckeae,12.1,PHYLACINE,1,1,0,EltonTraits,20,0,80,0,PHYLACINE,EltonTraits,
286,Neonycteris_pusilla,Chiroptera,Phyllostomidae,Neonycteris,pusilla,7.3,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
287,Phylloderma_stenops,Chiroptera,Phyllostomidae,Phylloderma,stenops,53.7,PHYLACINE,1,0,0,EltonTraits,10,0,80,10,PHYLACINE,EltonTraits,
288,Phyllostomus_elongatus,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,40.4,PHYLACINE,1,1,0,EltonTraits,70,10,10,10,PHYLACINE,EltonTraits,
289,Phyllostomus_hastatus,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,87.2,PHYLACINE,1,1,0,EltonTraits,40,50,10,0,PHYLACINE,EltonTraits,
290,Phyllostomus_latifolius,Chiroptera,Phyllostomidae,Phyllostomus,latifolius,134,PHYLACINE,1,1,0,EltonTraits,70,10,10,10,PHYLACINE,EltonTraits,
291,Phyllostomus_discolor,Chiroptera,Phyllostomidae,Phyllostomus,discolor,34.1,PHYLACINE,1,1,0,EltonTraits,30,0,40,30,PHYLACINE,EltonTraits,
292,Tonatia_bidens,Chiroptera,Phyllostomidae,Tonatia,bidens,27.2,PHYLACINE,0,0,1,EltonTraits,90,0,10,0,PHYLACINE,EltonTraits,
293,Tonatia_saurophila,Chiroptera,Phyllostomidae,Tonatia,saurophila,30,PHYLACINE,0,0,1,EltonTraits,56,33,11,0,PHYLACINE,EltonTraits,
294,Trachops_cirrhosus,Chiroptera,Phyllostomidae,Trachops,cirrhosus,37.7,PHYLACINE,0,1,0,EltonTraits,50,40,10,0,PHYLACINE,EltonTraits,
295,Trinycteris_nicefori,Chiroptera,Phyllostomidae,Trinycteris,nicefori,8.2,PHYLACINE,1,1,0,EltonTraits,80,0,20,0,PHYLACINE,EltonTraits,
296,Vampyrum_spectrum,Chiroptera,Phyllostomidae,Vampyrum,spectrum,167.7,PHYLACINE,0,1,0,EltonTraits,10,80,10,0,PHYLACINE,EltonTraits,
297,Dermanura_phaeotis,Chiroptera,Phyllostomidae,Dermanura,phaeotis,11.6,PHYLACINE,1,0,0,EltonTraits,10,0,80,10,PHYLACINE,EltonTraits,
298,Dermanura_cinerea,Chiroptera,Phyllostomidae,Dermanura,cinerea,12.6,PHYLACINE,1,0,0,EltonTraits,10,0,80,10,PHYLACINE,EltonTraits,
299,Dermanura_glauca,Chiroptera,Phyllostomidae,Dermanura,glauca,11.1,PHYLACINE,1,0,0,EltonTraits,10,0,80,10,PHYLACINE,EltonTraits,
300,Dermanura_gnoma,Chiroptera,Phyllostomidae,Dermanura,gnoma,10.5,PHYLACINE,1,0,0,EltonTraits,20,0,71,9,PHYLACINE,EltonTraits,
301,Dermanura_azteca,Chiroptera,Phyllostomidae,Dermanura,azteca,20.4,PHYLACINE,1,0,0,EltonTraits,10,0,80,10,PHYLACINE,EltonTraits,
